,Unnamed: 0,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,replaced_review
13124,13124,"리얼닥터 멀티비타민 123 미네랄, 60정, 1개",2022.11.22,"몇일 계속 먹고있는데
제가 물을 카페인이 아주조금 첨가된 물과 함께 복용해서인지는 잘모르겠으나 이약만먹으면 속이 울렁거려요",3.0,심*정 ,"['계속', '먹다', '카페인', '아주', '조금', '첨가', '되다', '함께', '복용', '하다', '모르다', '먹다', '속이다', '울렁거리다']",카페인 첨가 복용 모르다 속이다 울렁거리다
13139,13139,"대웅제약 우루샷 피로회복 멀티 비타민 UDCA 포함, 30정, 1개",2023.04.14,"♧안녕하세요 40대인 주부가 진실되게 쓰는 리뷰입니다♧

요즘들어 부쩍 피곤함을 달고 사는
남편이랑 저랑
복용을 해볼려고 구매했어요
지인분께서 대웅제약 우루샷이
괜찮다는 말을 몇번 했었기에^^
저도 구매를 해보게되네요

●●아직 복용을 몇번 안해서일까요?
피곤함이 줄어든다?
못느끼겠어요ㅠㅠ
(지인분이랑 같은 컨디션이 아니니^^;;
뭐 개인차이는 당연히 있다고 생각합니다)
남편이랑 저는 예전이랑 컨디션이 똑같네요
하루에 두번!한번에 한알씩!이고
작은 크기의 알약이라서 목에서 넘어갈때 괜찮은편입니다

피로를 날려주는 우루샷의 주요성분!
한번씩은 읽어보시고 확인해보세요!

-UDCA=UCA[우르소데옥시콜산]의 보급
-아연
-비타민B1,B2
-비타민B6
-비타민E

꼭 필요한 성분이 다 모여있는 대웅제약 우루샷!
꾸준히 더 복용을해서
남편이랑 저랑 하루빨리 컨디션이 좋아지면 하네요●●

--설명이 부족한 부분도 있을텐데
읽어주셔서 감사합니다--
♧제 리뷰가 도움이 되셨다면 도움이돼요를 눌러주세요^^♧",3.0,플라워2151 ,"['안녕하다', '대인', '주부', '진실되다', '쓰다', '리뷰', '이다', '요즘', '들다', '부쩍', '피곤하다', '살다', '남편', '복용', '해보다', '구매', '하다', '지인', '대웅제약', '우루샷', '괜찮다', '몇번', '하다', '구매', '해보다', '되다', '아직', '복용', '몇번', '하다', '이다', '피곤하다', '줄어들다', '느끼다', '지인', '같다', '컨디션', '아니다', '개인', '차이다', '당연하다', '있다', '생각', '하다', '남편', '예전', '컨디션', '똑같다', '하루', '한번', '작다', '크기', '알약', '넘어가다', '괜찮다', '편입', '피로', '날다', '우루샷', '성분', '한번', '읽다', '보시', '확인', '해보다', '우르', '데옥', '콜산', '보급', '아연', '비타민', '비타민', '비타민', '필요하다', '성분', '모이다', '대웅제약', '우루샷', '꾸준하다', '복용', '을해', '남편', '하루빨리', '컨디션', '좋아지다', '하다', '설명', '부족하다', '부분', '있다', '읽다', '감사하다', '리뷰', '도움', '되다', '도움', '돼다', '누르다']",안녕하다 대인 주부 진실되다 쓰다 리뷰 부쩍 피곤하다 살다 남편 복용 해보다 구매 지인 대웅제약 우루샷 괜찮다 몇번 구매 해보다 아직 복용 몇번 피곤하다 줄어들다 느끼다 지인 컨디션 아니다 개인 차이다 당연하다 남편 컨디션 똑같다 작다 크기 알약 넘어가다 괜찮다 편입 피로 날다 우루샷 성분 읽다 보시 확인 해보다 우르 데옥 콜산 보급 비타민 비타민 비타민 필요하다 성분 모이다 대웅제약 우루샷 꾸준하다 복용 을해 남편 하루빨리 컨디션 좋아지다 설명 부족하다 읽다 감사하다 리뷰 도움 도움 돼다 누르다
13197,13197,"스완슨 아연 글루코네이트 30mg 타블렛, 250개입, 1개",2022.11.01,18세 딸냄 면역력도 약하고 여드름도 나서 자기전 먹여봤는데 오전 내내 배를 누가 휘젓는거 같다고 하네요.. 경련증상인지 .반을 잘라서 복용해야할지 첫날부터 이러니 난감합니다..,1.0,나이스77 ,"['내다', '면역', '약하다', '여드름', '나서다', '자다', '먹이다', '보다', '오전', '내내', '누가', '젓다', '같다', '하다', '경련', '증상', '자르다', '복용', '하다', '하다', '첫날', '이러니', '난감하다']",내다 면역 약하다 여드름 나서다 먹이다 내내 젓다 경련 증상 자르다 복용 이러니 난감하다
13223,13223,"[리얼닥터] 밀크씨슬 실리마린 맥스 900mg /7중 복합/아연/간에좋은/간영양제/간건강/최대함량/식약처인증/음주전후/숙취해소, 30정, 2박스",2023.09.15,타 제품 먹다가 이번에 바꿔서 먹게 됐네요. 5일째 먹고 있는데 컨디션은 두고 봐야겠죠?,3.0,전*영 ,"['제품', '먹다', '이번', '바꾸다', '먹다', '돼다', '먹다', '있다', '컨디션', '두다', '보다']",제품 바꾸다 돼다 컨디션 두다
13236,13236,"[리얼닥터] 밀크씨슬 실리마린 맥스 900mg /7중 복합/아연/간에좋은/간영양제/간건강/최대함량/식약처인증/음주전후/숙취해소, 30정, 3박스",2023.08.17,먹고 좋아지길기대합니다.,3.0,유*준 ,"['먹다', '좋아지다', '기대하다']",좋아지다 기대하다
13251,13251,"종근당건강 와일드비 프로폴리스 플러스, 60정, 1개",2022.09.06,"요즘 몸이 점점 안좋아지는게 느껴지드라고요..잠을 충분히 자도 자꾸 피곤하고 무기력하고 졸리고..지루성피부염으로 피부까지 뒤집어지드라구요..

면역떨어지면 지루성피부염으로 피부도 뒤집어 지거든요.,ㅠㅠ 안돼겠다싶어서 면역력을 높여야겠다고 생각이 들어서 비타민 c.비타민d ,아연같은건 좋은거 기본으로 아니까 다른 성분 면역이 좋은 영양제는 뭘까 검색하다가 알게된 프로폴리스..

여러 브랜드가 있긴했지만 일단 가격착한 광동꺼로 구매해봤어요..아직은 1번밖에 안먹어봐서 잘모르겠지만 알르레기 있을수있데서 좀 겁은나지만 일주일정도 먹어보고 저랑 잘맞으면 대량구매하려고 일단 1개만 사봤어요..일주일정도 먹어보고 추가후기 남길게요..근데색이 메인화면과 좀달라요..변질된건 아니겠죠??설마 그래서 싼건 아니겠죠
?^^;;


메인사진이나 다른상품평 알약은 색이 진한 보라색인데 제건 햇빛노출된거처럼 뿌연 색바랜 보라색이에요.,.


에어캡하나없이 옷포장하는 비닐로 포장돼와서 별점1개 뺍니다!!포장 항상 짜증나요!!여러분들도 공감하시죠?

<추기후기>
으악~~~~트림하면 냄새 올라오는게 너무 구림. 너무역한 냄새..그래서 저는 아침.저녁은 간단히 점심은 든든히 먹어서 점심엔 트림이 더나오니 절대 이거 안먹고 아침이나 저녁에 먹어요.. 재구매는 안할듯 싶어요..다른 프로폴리스나 다른 영양제로 바꾸기로..유난히 이프로폴리스가 역한 냄새나네요..색도 그렇고 진짜 변질된건 아니겠죠..그리고 먹다보니 마지막 사진처럼 보라색줄친건 먹은거 아니거든요?
위에약먹으려고 누르면 밑에거까지 자꾸 저렇게 조금씩 금가듯이 찢어져서 밑에거는 버려야해요ㅠㅠ 아깝게..하루한알씩인데 다먹을수도 없고..다음날에는 열린상태라 변질되고..조심히 뜯어도 자꾸 저렇게 금가듯 조금씩 개봉되요ㅠ 아까워..최대한 조심히 여는중입니다.. 너무 잘 개봉되서 은근불편하네요..


제후기가 도움되셨길바랍니다~",3.0,커피가쪼아 ,"['요즘', '점점', '좋아지다', '느끼다', '지드', '고요', '충분하다', '자도', '자꾸', '피곤하다', '무기', '졸리', '지루', '피부염', '피부', '뒤지다', '지드', '고요', '면역', '떨어지다', '지루', '피부염', '피부', '뒤지다', '지다', '돼다', '면역', '높이다', '생각', '들어서다', '비타민', '비타민', '아연', '같다', '좋다', '기본', '아니다', '다른', '성분', '면역', '좋다', '양제', '끄다', '검색', '하다', '되다', '프로폴리스', '여러', '브랜드', '있다', '하다', '일단', '가격', '착하다', '광동', '구매', '해봤다', '아직', '먹다', '보다', '모르다', '알르레기', '있다', '일주일', '정도', '먹다', '보고', '잘맞다', '대량', '구매', '려고', '일단', '사보다', '일주일', '정도', '먹다', '보고', '추가', '후기', '남다', '근데', '메인', '화면', '달라', '변질', '되다', '아니다', '설마', '그래서', '싸다', '아니다', '메인', '사진', '상품', '알약', '진하다', '보라색', '햇빛', '노출', '된거', '뿌옇다', '색바랜', '보라색', '에어캡', '없이', '포장', '비닐', '포장', '돼다', '서다', '빼다', '포장', '항상', '짜증나다', '여러분', '공감', '하다', '추기', '후기', '으악', '트림', '하다', '냄새', '올라오다', '너무', '구림', '무역', '냄새', '그래서', '아침', '저녁', '간단하다', '점심', '든든하다', '먹다', '점심', '트림', '나오니', '절대', '먹다', '아침', '저녁', '먹다', '재다', '매다', '하다', '싶다', '다른', '프로폴리스', '다른', '영양', '제로', '바꾸다', '유난히', '프로폴리스', '냄새', '나다', '색도', '그렇다', '진짜', '변질', '되다', '아니다', '그리고', '먹다', '보다', '마지막', '사진', '보라색', '치다', '먹다', '아니다', '먹다', '누르다', '자꾸', '저렇게', '조금씩', '듯이', '찢어지다', '버리다', '야하다', '아깝다', '하루', '먹다', '없다', '다음', '열리다', '상태', '변질', '되다', '조심', '뜯다', '자꾸', '저렇게', '조금씩', '개봉', '되다', '아깝다', '최대한', '조심', '이다', '너무', '자다', '개봉', '되다', '은근', '불편하다', '후기', '도움', '되다', '바라다']",점점 좋아지다 느끼다 지드 충분하다 자도 자꾸 피곤하다 무기 졸리 지루 피부염 피부 뒤지다 지드 면역 떨어지다 지루 피부염 피부 뒤지다 지다 돼다 면역 높이다 들어서다 비타민 비타민 좋다 기본 아니다 성분 면역 좋다 양제 끄다 검색 프로폴리스 여러 브랜드 가격 착하다 광동 구매 해봤다 아직 모르다 알르레기 잘맞다 대량 구매 사보다 추가 후기 남다 근데 메인 화면 달라 변질 아니다 싸다 아니다 메인 사진 상품 알약 진하다 보라색 햇빛 노출 된거 뿌옇다 색바랜 보라색 에어캡 없이 비닐 돼다 서다 빼다 항상 짜증나다 공감 추기 후기 으악 트림 냄새 올라오다 구림 무역 냄새 저녁 간단하다 점심 든든하다 점심 트림 나오니 저녁 재다 매다 싶다 프로폴리스 영양 제로 바꾸다 유난히 프로폴리스 냄새 색도 그렇다 변질 아니다 사진 보라색 치다 아니다 누르다 자꾸 저렇게 조금씩 찢어지다 버리다 야하다 아깝다 열리다 상태 변질 조심 자꾸 저렇게 조금씩 개봉 아깝다 최대한 조심 개봉 불편하다 후기 도움 바라다
13274,13274,"종근당건강 와일드비 프로폴리스 플러스, 60정, 2개",2022.08.26,"구입일 : 22.07.23
배송일 : 22.07.24


환절기, 황사철이 걱정된다면?
- 호주산 프로폴리스와 정상적인 면역기능에 필요한 아연까지
하루 1캡슐로 간편하게 지키는 건강

자연의 준 선물! 자연에서 찾은 항산화물질
프로폴리스란: 꿀벌들이 다양한 식물들로 채집한 수액에 꿀벌 타액의 효소와
혼합하여 항군 및 항산화 작용을 하는 물질로 만든 것입니다.

청정 국가호주산의 프로폴리스 원료를 사용하였습니다.
프로 폴리스 주요 기능성
프로폴리스: 항산화에 도움을 줄 수 있음
아연: 정상적인 면역기능에 필요, 세포분열에 필요
셀렌: 유해산소로부터 세포를 보호 하는데 필요

장점: 간편한 캡슐 타입으로 쉬운 목넘김
단점: 목구멍에 트림으로 약 향이 좀 오래 감",3.0,DRAGONBLUE ,"['구입', '배송', '환절기', '사철', '걱정', '되다', '호주', '프로폴리스', '정상', '면역', '기능', '필요하다', '아연', '하루', '캡슐', '간편하다', '지키다', '건강', '자연', '선물', '자연', '찾다', '항산화물질', '프로폴리스', '꿀벌', '다양하다', '식물', '채집', '수액', '꿀벌', '타액', '효소', '혼합', '하다', '항산화', '작용', '하다', '물질', '만들다', '이다', '청정', '국가', '호주', '프로폴리스', '원료', '사용', '하다', '프로', '폴리스', '주요', '기능', '프로폴리스', '항산화', '도움', '있다', '아연', '정상', '면역', '기능', '필요', '세포분열', '필요', '셀렌', '유해', '산소', '로부터', '세포', '보호', '하다', '필요', '장점', '간편하다', '캡슐', '타입', '쉽다', '넘김', '단점', '목구멍', '트림', '오래']",구입 환절기 사철 걱정 호주 프로폴리스 정상 면역 필요하다 캡슐 간편하다 지키다 건강 자연 선물 자연 항산화물질 프로폴리스 꿀벌 다양하다 식물 채집 수액 꿀벌 타액 효소 혼합 항산화 작용 물질 만들다 청정 국가 호주 프로폴리스 원료 폴리스 주요 프로폴리스 항산화 도움 정상 면역 필요 세포분열 필요 셀렌 유해 산소 세포 보호 필요 간편하다 캡슐 타입 쉽다 넘김 단점 목구멍 트림 오래
13357,13357,"리얼닥터 멀티비타민 123 미네랄, 60정, 3개",2023.05.21,"상품이 원래 저런색은 아닌거죠?두 통는 괜찮고 한 통만 몇 알이 저렇게 변질 되었네요.
썩은 알약이 있던 한 통만 교환 부탁드려요",3.0,Chd ,"['상품', '원래', '아니다', '늘다', '괜찮다', '하다', '저렇게', '변질', '되어다', '썩다', '알약', '있다', '하다', '교환', '부탁드리다']",상품 아니다 늘다 괜찮다 저렇게 변질 썩다 알약 교환 부탁드리다
13375,13375,"리얼닥터 멀티비타민 123 미네랄, 60정, 1개",2022.11.22,"몇일 계속 먹고있는데
제가 물을 카페인이 아주조금 첨가된 물과 함께 복용해서인지는 잘모르겠으나 이약만먹으면 속이 울렁거려요",3.0,심*정 ,"['계속', '먹다', '카페인', '아주', '조금', '첨가', '되다', '함께', '복용', '하다', '모르다', '먹다', '속이다', '울렁거리다']",카페인 첨가 복용 모르다 속이다 울렁거리다
13397,13397,"광동제약 멀티 비타민 미네랄 500mg, 60정, 1개",2023.05.03,"이런적은 첨이라 당황스럽네요ㅜㅜ
바깥 포장은 괜찮아보였는데 안에서..",2.0,이*규 ,"['당황', '스럽다', '바깥', '포장', '괜찮다', '보이다']",당황 스럽다 바깥 괜찮다 보이다
13417,13417,"리얼닥터 멀티비타민 123 미네랄, 60정, 3개",2023.05.21,"상품이 원래 저런색은 아닌거죠?두 통는 괜찮고 한 통만 몇 알이 저렇게 변질 되었네요.
썩은 알약이 있던 한 통만 교환 부탁드려요",3.0,Chd ,"['상품', '원래', '아니다', '늘다', '괜찮다', '하다', '저렇게', '변질', '되어다', '썩다', '알약', '있다', '하다', '교환', '부탁드리다']",상품 아니다 늘다 괜찮다 저렇게 변질 썩다 알약 교환 부탁드리다
13435,13435,"리얼닥터 멀티비타민 123 미네랄, 60정, 1개",2022.11.22,"몇일 계속 먹고있는데
제가 물을 카페인이 아주조금 첨가된 물과 함께 복용해서인지는 잘모르겠으나 이약만먹으면 속이 울렁거려요",3.0,심*정 ,"['계속', '먹다', '카페인', '아주', '조금', '첨가', '되다', '함께', '복용', '하다', '모르다', '먹다', '속이다', '울렁거리다']",카페인 첨가 복용 모르다 속이다 울렁거리다
13492,13492,"나우푸드 브레인 엘리베이트 베지 캡슐 비건, 60개입, 1개",2022.08.14,"먹다가 안 먹은 날 단어 생각이 잘 안나고 둔해지는 느낌
먹은날과 차이가 있지만 아예 이걸 먹기 전인 예전에는 둔하진 않았었어요
개인적 의견이며 재구매하진 않을 것 같아요",3.0,정대만부인 ,"['먹다', '먹다', '단어', '생각', '자다', '안나', '둔하다', '느낌', '먹다', '차이', '있다', '아예', '먹기', '전인', '예전', '둔하다', '않다', '개인', '의견', '재다', '하진', '않다', '같다']",단어 안나 둔하다 차이 아예 먹기 전인 둔하다 개인 의견 재다 하진
13503,13503,"나우푸드 브레인 엘리베이트 베지 캡슐 비건, 120개입, 1개",2021.01.10,체감되는 변화 없음.,2.0,전*혁 ,"['체감', '되다', '변화', '없다']",체감 변화
13504,13504,"나우푸드 브레인 엘리베이트 베지 캡슐 비건, 120개입, 1개",2020.08.14,효과 그닥 그냥 징코만 먹는 게 더 나았던 듯,1.0,려니오아노 ,"['효과', '그닥', '그냥', '징코', '먹다', '나다']",그닥 징코
13507,13507,"나우푸드 브레인 엘리베이트 베지 캡슐 비건, 120개입, 1개",2020.04.24,1점 가격방어,1.0,권*운 ,"['가격', '방어']",가격 방어
13508,13508,"나우푸드 브레인 엘리베이트 베지 캡슐 비건, 120개입, 1개",2022.09.01,"저희 어머니가 건망증이 심해 주문하게 됐어요. 예정일보다 너무 늦게 오네요. 인천 집하장에 있다고 뜨고도 며칠동안 안 와서 고객센터, 물류운송업체 다 전화 돌리고 취소해야겠다고 마음 먹으니 그때야 움직이기 시작해 바로 다음날 받았어요. 어머니가 좀 도움은 된다고 하시네요",3.0,김*자 ,"['저희', '어머니', '건망증', '심해', '주문', '하다', '돼다', '예정일', '너무', '늦다', '오다', '인천', '집하장', '있다', '뜨다', '며칠', '동안', '오다', '고객', '센터', '물류', '운송', '업체', '전화', '돌리다', '취소', '하다', '마음', '먹다', '그때', '움직이다', '시작', '하다', '바로', '다음', '받다', '어머니', '도움', '되다', '하다']",건망증 심해 주문 돼다 예정일 늦다 인천 집하장 뜨다 고객 센터 물류 운송 전화 돌리다 취소 마음 움직이다 시작 도움
13510,13510,"나우푸드 브레인 엘리베이트 베지 캡슐 비건, 120개입, 1개",2023.07.20,아무리 건의해도 개선할 생각 1도 없는 거지같은 배송포장..,1.0,박*천 ,"['아무리', '건의', '하다', '개선', '하다', '생각', '없다', '거지같다', '배송', '포장']",아무리 건의 개선 거지같다
13522,13522,"스완슨 밀크 시슬 500mg 캡슐, 100정, 2개",2022.10.31,"평소 하루하루 바쁘게 살고 있습니다.
야근, 회식, 운동.. 몸이 여러개라도 모자른데요
매일 각종 영양제를 챙겨 먹고 밀크씨슬은 필수에요
평소 먹던 제품이 있지만 가격이 부담스러워서
이번에는 가성비가 좋을 것 같은 제품을 선택했어요

이 제품은 후면에 하루 권장량이 2알을 먹으라고 되어있습니다.
한알에 밀크씨슬 500mg 가 들어있다고 되어있습니다만
밀크씨슬은 실리마린 함유량을 봐야하는데
실리마린 함유량은 적혀있지 않았어요
그래서 실리마린 함유량이 적혀있으면
제 몸에 맞게 조절을 좀 해볼텐데... 정보가 없어서
일단 권장량인 2알을 매일 챙겨먹습니다.

또한 크기가 작은 편은 아니고 2알을 먹어야 하기 떄문에
큰 알의 거부감 있으신 분은 싫으실 수 있을거 같아요

그리고 약을 넘기고 물을 충분히 드시기 바랍니다.
약이 쓴맛이 있기 때문에 먹고 트름 하시면
약 냄새 올라와요 .. 물을 충분히 드셔서
꼭 약을 위까지 확실히 넘겨버리세요!!

저렴한 가겨으로 100일분을 먹을 수 있다는 장점이 있지만
약의 성분이 제대로 표기되지 않아 ★★★ 별 3개만 부여하겠습니다.
재구매는 안할 것 같아요",3.0,김홍주 ,"['평소', '하루하루', '바쁘다', '있다', '야근', '회식', '운동', '자르다', '매일', '각종', '양제', '챙기다', '먹다', '밀크', '필수', '평소', '먹다', '제품', '있다', '가격', '부담스럽다', '이번', '가성', '좋다', '같다', '제품', '선택', '하다', '제품', '후면', '하루', '장량', '먹다', '되어다', '밀크', '가다', '들다', '되어다', '밀크', '실리', '마린', '함유량', '보다', '실리', '마린', '함유량', '적히다', '않다', '그래서', '실리', '마린', '함유량', '적히다', '맞다', '조절', '해보다', '정보', '없다', '일단', '장량', '매일', '챙기다', '먹다', '또한', '크기', '작다', '아니다', '먹다', '하다', '떄문', '크다', '거부', '있다', '싫다', '있다', '같다', '그리고', '넘기다', '충분하다', '들다', '바라다', '쓴맛', '있다', '때문', '먹다', '트름', '하다', '냄새', '올라오다', '충분하다', '들다', '확실하다', '넘기다', '버리다', '저렴하다', '가다', '기다', '먹다', '있다', '장점', '있다', '성분', '제대로', '표기', '되다', '않다', '부여', '하다', '재다', '매다', '하다', '같다']",하루하루 바쁘다 야근 회식 운동 자르다 양제 밀크 필수 제품 가격 부담스럽다 가성 좋다 제품 선택 제품 후면 장량 밀크 밀크 실리 마린 함유량 실리 마린 함유량 적히다 실리 마린 함유량 적히다 맞다 조절 해보다 정보 장량 크기 작다 아니다 떄문 크다 거부 싫다 넘기다 충분하다 바라다 쓴맛 트름 냄새 올라오다 충분하다 확실하다 넘기다 버리다 저렴하다 기다 성분 제대로 표기 부여 재다 매다
13553,13553,"Swanson 밀크 시슬 500mg 캡슐, 100정, 1개",2021.03.20,"2021/03/16
6420원에 구입

저렴해서 구매 해봤습니다.
근데 함량 따지면 나우푸드 사는게 더 나을것같아요
나우푸드는 300mg 에서 80% 라고 하면 240 이고
이건 500mg에서 몇 프로나오는지 적어놓지를 않았으니..
추측하자면 500프로에 20프로 함량이 나온다고 하면 100mg
그럼 두알씩 먹어야하면 130원
나우식품 300mg( 함량 240mg)한알 94원
저 계산이라면 나우식품 사먹는게 더 이익이네요

일단 두개다 먹어보고 리뷰 수정하겠습니다.
스완슨이 동물약 취급 받는다는 글도 마니 봤지만
쿠팡댓글들에는 나름 괜찮다고 하길래
호기심이 생긴 이유도 구입이유중 하나임
효과 좋으면 별점 하나씩 올리겠음
알약이 큰데 목넘기기 어렵지는 않음

로켓은 역시 로켓 겁나 빠름


20210325
역시 싼거는 이유가 있네요.
나우식품이랑 비교했을때 두알 먹어도 반응이 안옵니다.
민감한 체질이라서 나우 밀크시슬 먹었을때는 눈이 저절로 떠졌어요.
이건 두개 먹어도 효과없음
결론 나우가 진리",1.0,김*진 ,"['구입', '저렴하다', '구매', '해봤다', '근데', '함량', '따다', '나우', '푸드', '살다', '나다', '같다', '나우', '푸드', '하다', '프로', '나오다', '적다', '않다', '추측', '하다', '프로', '프로', '함량', '나오다', '하다', '그렇다', '먹다', '야하다', '나우', '식품', '함량', '계산', '라면', '나우', '식품', '사먹다', '이익', '일단', '먹다', '보고', '리뷰', '수정', '하다', '스완슨', '물약', '취급', '받다', '말다', '보다', '쿠팡', '댓글', '나름', '괜찮다', '하다', '호기심', '생기다', '이유', '구입', '이유', '하나', '효과', '좋다', '하나', '올리다', '알약', '크다', '넘기다', '어렵다', '않다', '로켓', '역시', '로켓', '겁나다', '빠르다', '역시', '싸다', '이유', '있다', '나우', '식품', '비교', '하다', '먹다', '반응', '알다', '민감하다', '체질', '나우', '밀크', '시슬', '먹다', '저절로', '떠지다', '먹다', '효과', '없다', '결론', '나우', '진리']",구입 저렴하다 구매 해봤다 근데 함량 따다 나우 푸드 살다 나우 푸드 적다 추측 함량 그렇다 야하다 나우 식품 함량 계산 라면 나우 식품 사먹다 이익 리뷰 수정 스완슨 물약 취급 쿠팡 댓글 괜찮다 호기심 생기다 이유 구입 이유 좋다 올리다 알약 크다 넘기다 어렵다 로켓 역시 로켓 겁나다 역시 싸다 이유 나우 식품 비교 반응 알다 민감하다 체질 나우 밀크 시슬 저절로 떠지다 결론 나우 진리
13556,13556,"Swanson 밀크 시슬 500mg 캡슐, 100정, 1개",2018.11.16,"밀크시슬 용량 500mg 짜리인 것만 보고 '미친 가격' 이라고 생각해서 한 9통 지른 듯 합니다.
그러나 결과적으로는 크게 이익은 아니네요 ㅡ.ㅡ

< 결론부터 말씀드리면, ""밀크시슬 mg' 을 보시지 마시고 '실리마린 mg' 을 보셔야 합니다 >

제가 스완슨에 메일까지 보내서 확인해 본 결과,
""현재 제가 글 적고 있는 이 제품은 밀크시슬을 통째로 갈아서 만든 제품이라서,
실리마린의 함유량이 일정치 않고, 그 양이 자사 고급 제품에 비해서 많이 적다"" 고 답해주네요.

이 제품 외에 약 5~6천원대 ? 에 팔았던 스완슨 250mg x 120 캡슐의 경우는 그래도 가성비가 좋은 편이였는데
- 현재 품절인지, 검색이 되질 않음, 그리고 스완슨 본사에서 5.x 달러 -> 갑자기 8.x 달러로 오른 것을 보니 아마도 쿠팡에도 그 가격이 반영되면, 나우푸드에 비해서 크게 이익은 아닌 듯 -
그 제품은 한알당 250mg 의 80% = 200mg 만큼 실리마린이 들어 있는 것 같네요.

나우푸드나 아이허브에서 독점하는 캘리포니아 어쩌고 하는 제품의 경우에는 300mg x 80% = 240mg 가 들어있는 것 같구요.

스완슨에서 말하길, 자연제품 그대로를 가공했기 때문에 실리마린 함유량이 일정치 않다고 했는데, 대략 20~30% 내외가 되지 않을까 조심스럽게 생각합니다 (온전히 제 생각)
- 이 제품에는 실리마린이 몇 % 정도 들어있는지 스완슨에 물어보긴 했는데, 일전의 대답을 봐서는 대답 안 해줄 것 같네요.

실리마린 함량을 알 수 있는 제품 중에서는, 나우푸드사의 300mg (80% = 240mg) x 200 알 짜리가 가장 저렴한 듯 합니다.

스완슨의 슈퍼 수페리어 ? 어쩌고 하는 제품이 만약 6천원대라면 그 제품이 좀 더 저렴하긴 한데, 아마도 9천원대로 재등장할 것 같네요, 그럼 나우푸드사 제품보다 가성비가 약간 떨어지구요.",3.0,조*석 ,"['밀크', '시슬', '용량', '짜다', '보고', '미치다', '가격', '생각', '하다', '하다', '지르다', '하다', '그러나', '결과', '크게', '이익', '아니다', '결론', '말씀드리다', '밀크', '시슬', '보시', '말다', '실리', '마린', '보다', '하다', '스완슨', '메일', '보내다', '확인', '하다', '보다', '결과', '현재', '적다', '있다', '제품', '밀크', '시슬', '통째', '갈다', '만들다', '제품', '실리', '마린', '함유량', '정치', '않다', '자사', '고급', '제품', '하다', '많이', '적다', '해주다', '제품', '파다', '스완슨', '캡슐', '경우', '그래도', '가성', '좋다', '펴다', '현재', '품절', '검색', '되다', '않다', '그리고', '스완슨', '본사', '달러', '갑자기', '달러', '오른', '보다', '아마도', '쿠팡', '가격', '반영', '되다', '나우', '푸드', '하다', '크게', '이익', '아니다', '제품', '만큼', '실리', '마린', '들다', '있다', '같다', '나우', '푸드', '아이', '허브', '독점', '하다', '캘리포니아', '어쩌', '하다', '제품', '경우', '가다', '들다', '같다', '스완슨', '하다', '자연', '제품', '그대로', '가공', '하다', '때문', '실리', '마린', '함유량', '정치', '않다', '하다', '대략', '내외', '되다', '않다', '조심', '생각', '하다', '오다', '생각', '제품', '실리', '마린', '정도', '들다', '스완슨', '물어보다', '하다', '일전', '대답', '보다', '서다', '대답', '해주다', '같다', '실리', '마린', '함량', '있다', '제품', '나우', '푸드', '사의', '짜다', '리가', '가장', '저렴하다', '하다', '스완슨', '슈퍼', '페리', '어쩌', '하다', '제품', '만약', '제품', '저렴하다', '아마도', '재등장', '하다', '같다', '그렇다', '나우', '푸드', '제품', '가성', '약간', '떨어지다']",밀크 시슬 용량 짜다 미치다 가격 지르다 결과 크게 이익 아니다 결론 말씀드리다 밀크 시슬 보시 실리 마린 스완슨 메일 보내다 확인 결과 적다 제품 밀크 시슬 통째 갈다 만들다 제품 실리 마린 함유량 정치 자사 고급 제품 적다 해주다 제품 파다 스완슨 캡슐 가성 좋다 펴다 품절 검색 스완슨 본사 달러 갑자기 달러 오른 아마도 쿠팡 가격 반영 나우 푸드 크게 이익 아니다 제품 실리 마린 나우 푸드 허브 독점 캘리포니아 어쩌 제품 스완슨 자연 제품 그대로 가공 실리 마린 함유량 정치 대략 내외 조심 제품 실리 마린 스완슨 물어보다 대답 서다 대답 해주다 실리 마린 함량 제품 나우 푸드 사의 짜다 리가 가장 저렴하다 스완슨 슈퍼 페리 어쩌 제품 제품 저렴하다 아마도 재등장 그렇다 나우 푸드 제품 가성 떨어지다
13576,13576,"리얼닥터 멀티비타민 123 미네랄, 60정, 3개",2023.05.21,"상품이 원래 저런색은 아닌거죠?두 통는 괜찮고 한 통만 몇 알이 저렇게 변질 되었네요.
썩은 알약이 있던 한 통만 교환 부탁드려요",3.0,Chd ,"['상품', '원래', '아니다', '늘다', '괜찮다', '하다', '저렇게', '변질', '되어다', '썩다', '알약', '있다', '하다', '교환', '부탁드리다']",상품 아니다 늘다 괜찮다 저렇게 변질 썩다 알약 교환 부탁드리다
13594,13594,"리얼닥터 멀티비타민 123 미네랄, 60정, 1개",2022.11.22,"몇일 계속 먹고있는데
제가 물을 카페인이 아주조금 첨가된 물과 함께 복용해서인지는 잘모르겠으나 이약만먹으면 속이 울렁거려요",3.0,심*정 ,"['계속', '먹다', '카페인', '아주', '조금', '첨가', '되다', '함께', '복용', '하다', '모르다', '먹다', '속이다', '울렁거리다']",카페인 첨가 복용 모르다 속이다 울렁거리다
