,product_name,review_date,review_content,review_star,review_writer,tokenized_reviews,replaced_review
65673,필네이처 고순도 프리미엄 NCS 식물성 알티지 오메가3 1+1박스(2개월분),2021.11.20,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
식물성들은 용량이 작은데... 특별한 이유가 있나요? 식물성이라 뭐가 더 좋은지는 모르겠어요.
상세보기",3.0,yuns******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '식물성', '용량', '작다', '특별하다', '이유', '있다', '식물성', '좋다', '모르다', '상세', '보기']",식물성 용량 작다 특별하다 이유 식물성 좋다 모르다
65695,필네이처 고순도 프리미엄 NCS 식물성 알티지 오메가3 1+1박스(2개월분),2023.02.20,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 보통이에요
생선비린내가 싫어 캡슐 원료까지 식물성으로 찾아 주문하였습니다. 하지만 캡슐에서 생선비린내가 나네요. 해초라서 그런건지 원래 이런건가 보내요. 판매자분도 품질은 이상 없다고 답변 받았습니다.",3.0,jshc****,"['유통', '기한', '기한', '넉넉하다', '포장', '상태', '포장', '깔끔하다', '효과', '보통', '생선', '비리다', '싫다', '캡슐', '원료', '식물성', '찾다', '주문', '하다', '하지만', '캡슐', '생선', '비리다', '나다', '해초', '그렇다', '원래', '이렇다', '보내다', '판매', '분도', '품질', '이상', '없다', '답변', '받다']",상태 깔끔하다 생선 비리다 싫다 캡슐 원료 식물성 주문 하지만 캡슐 생선 비리다 해초 그렇다 이렇다 보내다 판매 품질
65756,필네이처 고순도 프리미엄 NCS 식물성 알티지 오메가3 1+1박스(2개월분),2021.04.26,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,toma*****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
65773,"닥터린 송중기 초임계 알티지 오메가3 1,025mg X 30캡슐 6박스_MC",2022.11.29,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
이전에 모 홈쇼핑에서 구입한 같은 제품은 비린내가 적었는데 여기서 구입한 같은 제품은 왜 비린내가 심할까요? 제품도 탱탱했는데 여기 제품은 좀 흐물흐물하다고 해야 하나 
아무 이상없길 바랍니다.",3.0,jang***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '이전', '홈쇼핑', '구입', '같다', '제품', '비리다', '적다', '여기', '구입', '같다', '제품', '비리다', '심하다', '제품', '탱탱하다', '여기', '제품', '흐물흐물', '하다', '하다', '하나', '아무', '이상', '없다', '바라다']",빨르다 홈쇼핑 구입 제품 비리다 적다 구입 제품 비리다 심하다 제품 탱탱하다 제품 흐물흐물 바라다
65788,"닥터린 송중기 초임계 알티지 오메가3 1,025mg X 30캡슐 6박스_MC",2022.03.16,상품잘받았어요 다른제품먹고있지만 이걸루바꿔먹어보려구요 좋은효과가있？음좋겠네요,3.0,맥시멈리스트,"['상품', '받다', '제품', '먹다', '루바', '꾸다', '먹다', '보다', '좋다', '효과', '있다', '좋다']",상품 제품 루바 꾸다 좋다 좋다
65797,"닥터린 송중기 초임계 알티지 오메가3 1,025mg X 30캡슐 6박스_MC",2022.05.26,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
 배송이 빨라서 좋았고 오메가3는 여기꺼만 먹어요",3.0,jssu*********************,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '배송', '좋다', '오메가', '늘다', '여기다', '먹다']",빨르다 뛰어나다 좋다 오메가 늘다 여기다
65848,"닥터린 송중기 초임계 알티지 오메가3 1,025mg X 30캡슐 6박스_MC",2021.12.07,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
아직  안먹어봐서 효과모름",3.0,y512****,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '아직', '먹다', '보다', '효과', '모름']",빨르다 아직 모름
65852,"닥터린 송중기 초임계 알티지 오메가3 1,025mg X 30캡슐 6박스_MC",2021.09.08,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
아직시식전 이에요 좋길바래요
상세보기",3.0,위크엔드,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '아직', '식전', '좋다', '상세', '보기']",아직 식전 좋다
65862,내츄럴플러스 차태현 저온초임계 알티지 오메가3 비타민D 60캡슐 3박스(6개월분) / 혈행 눈건조 기억력개선,2022.06.07,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
부모님이 드시고 계신는 제품이에요. 믿고 구매하고 있어요. 배송도 빠르고 안전하게 배송되었네요. 
꾸준히 드시고 계세요. 
상세보기
상세보기",3.0,하린엄마,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '부모님', '들다', '계시다', '제품', '믿다', '구매', '있다', '배송', '빠르다', '안전하다', '배송', '되어다', '꾸준하다', '들다', '계세', '상세', '보기', '상세', '보기']",부모님 계시다 제품 믿다 구매 안전하다 꾸준하다 계세
65886,내츄럴플러스 차태현 저온초임계 알티지 오메가3 비타민D 60캡슐 3박스(6개월분) / 혈행 눈건조 기억력개선,2022.03.11,"배송 느려요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
판매자분 선물하기 기능 숙지하셔야겠어요. 아직 복용 전이라 효과에 대해선 이야기 못하지만 주문 누락으로 배송이 오래 걸렸네요. 판매자분은 문의 안했으면 까맣게 모르고 배송 안해주셨겠지만 맘 넓은 소비자는 받자마자 구매확정까지 해드립니다.
상세보기",3.0,ddas*****,"['배송', '느리다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '판매', '선물', '하다', '기능', '숙지', '하다', '아직', '복용', '전이', '효과', '대해', '이야기', '하다', '주문', '누락', '배송', '오래', '걸리다', '판매', '문의', '하다', '까맣다', '모르다', '배송', '해주다', '넓다', '소비자', '받다', '확정', '해드리다', '상세', '보기']",느리다 뛰어나다 판매 선물 숙지 아직 복용 전이 대해 이야기 주문 누락 오래 걸리다 판매 문의 까맣다 모르다 해주다 넓다 확정 해드리다
65925,내츄럴플러스 차태현 저온초임계 알티지 오메가3 비타민D 60캡슐 3박스(6개월분) / 혈행 눈건조 기억력개선,2022.11.19,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
진생 로얄 실크 워터리 크림 with 아이크림셋트",3.0,chun*******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '진생', '로얄', '실크', '워터', '크림', '아이', '크림', '셋트']",진생 로얄 실크 워터 크림 크림 셋트
65938,내츄럴플러스 차태현 저온초임계 알티지 오메가3 비타민D 60캡슐 3박스(6개월분) / 혈행 눈건조 기억력개선,2022.03.24,배송 빨라요 성능 보통이에요 유통기한 보통이에요,3.0,ksfe**,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통']",빨르다
65942,내츄럴플러스 차태현 저온초임계 알티지 오메가3 비타민D 60캡슐 3박스(6개월분) / 혈행 눈건조 기억력개선,2022.02.23,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,inxw**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
65977,닥터린 초임계 알티지 오메가3 30캡슐 1박스,2021.10.13,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
이번 받은 제품에서는 비릿한 냄새가 나네요,
3박스나 주문했는데, 다 먹을수 있을런지
지난번 주문해 먹을때는 거슬림 없이 다 복용했는데",3.0,peto******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '이번', '받다', '제품', '비릿', '냄새', '나다', '박스', '주문', '하다', '먹다', '있을런', '지난번', '주문', '하다', '먹다', '거슬리다', '없이', '복용', '하다']",제품 비릿 냄새 박스 주문 있을런 지난번 주문 거슬리다 없이 복용
65980,닥터린 초임계 알티지 오메가3 30캡슐 1박스,2021.11.10,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
저번에도 먹어봤는데 오메가3가 커서 목에 걸릴거 같아요 다른건 다 좋아요",3.0,카리스짜잔,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '저번', '먹다', '보다', '오메가', '가다', '커서', '걸리다', '같다', '다르다', '좋다']",오메가 커서 걸리다 다르다 좋다
65986,닥터린 초임계 알티지 오메가3 30캡슐 1박스,2022.02.24,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
알약 이 커서 목넘김이 좀 불편해요",3.0,타트체리,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '알약', '커서', '넘김', '불편하다']",알약 커서 넘김 불편하다
65992,닥터린 초임계 알티지 오메가3 30캡슐 1박스,2021.11.05,"배송 빨라요 유통기한 보통이에요
좋다고해서 주문했는데  아직 먹어보지않아서 잘 모르겠어요
배송은빨라서 좋아요
상세보기",3.0,미니미니미미미,"['배송', '빨르다', '유통', '기한', '보통', '좋다', '하다', '주문', '하다', '아직', '먹다', '보지', '않다', '자다', '모르다', '배송', '좋다', '상세', '보기']",빨르다 좋다 주문 아직 보지 모르다 좋다
66033,닥터린 초임계 알티지 오메가3 30캡슐 1박스,2022.01.01,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,2.0,d1w1**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
66053,닥터린 초임계 알티지 오메가3 30캡슐 1박스,2021.08.19,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
잘 먹을께요^^",3.0,카리스짜잔,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '자다', '먹다']",
66082,종근당건강 아이케어 오메가3 3개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2018.03.11,"배송 빨라요 맛 보통이에요 유통기한 보통이에요
아직 복용을 안해봐서 잘 모르겠지만 효과가 좋았으면 좋겠어요",3.0,proi****,"['배송', '빨르다', '보통', '유통', '기한', '보통', '아직', '복용', '해보다', '자다', '모르다', '효과', '좋다', '좋다']",빨르다 아직 복용 해보다 모르다 좋다 좋다
66089,종근당건강 아이케어 오메가3 3개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2019.12.18,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
생각보다 그렇게 좋은 느낌이 있는것 같아요",3.0,whdd***********,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '생각', '그렇게', '좋다', '느낌', '있다', '같다']",그렇게 좋다
66090,종근당건강 아이케어 오메가3 3개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2019.02.20,"배송 빨라요 맛 보통이에요 유통기한 보통이에요 효과 보통이에요
잘먹고 있어요 눈이랑 혈액 좋다고 하다보니 건강 생각해 먹는중임",3.0,lims*****,"['배송', '빨르다', '보통', '유통', '기한', '보통', '효과', '보통', '먹다', '있다', '혈액', '좋다', '하다', '보다', '건강', '생각', '하다', '먹다', '중임']",빨르다 혈액 좋다 건강 중임
66095,종근당건강 아이케어 오메가3 3개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2018.05.15,"배송 빨라요 맛 보통이에요 유통기한 보통이에요
이제먹어보려고요 꼭 재구매하고 싶습니다.",3.0,ys58**,"['배송', '빨르다', '보통', '유통', '기한', '보통', '이제', '먹다', '보다', '구매', '싶다']",빨르다 구매 싶다
66111,종근당건강 아이케어 오메가3 3개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2022.07.22,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
개별포장이아니린불편하지만 남편이먹을꺼니깐
상세보기",3.0,tood*******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '개별', '포장', '이아', '불편하다', '남편', '먹다', '상세', '보기']",개별 이아 불편하다 남편
66119,종근당건강 아이케어 오메가3 3개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.07.07,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
빠른배송감사합니다 유통기한도 많이 남아있네요... 박스랑 설명서가 없어서 아쉽습니다.",3.0,nost****,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '빠르다', '배송', '감사하다', '유통', '기한', '많이', '남다', '박스', '설명', '가다', '없다', '아쉽다']",빨르다 감사하다 남다 박스 설명 아쉽다
66151,내츄럴플러스 눈건강 영양제 초임계 루테인 지아잔틴 고함량 아스타잔틴 오메가3 눈피로개선,2023.08.26,"유통기한 보통이에요 포장상태 포장이 깔끔해요 효과 보통이에요
맥스가 뭔지 잘 모르고 항상 먹던거라 생각하고 주문.  크기라 너무작음.. 일반 비타민과 비교해서 사진으로 올려요... 성능은 비슷하겟지만 먹는 가심비가 안나옴..ㅎㅎ 
상세보기",3.0,aca0***,"['유통', '기한', '보통', '포장', '상태', '포장', '깔끔하다', '효과', '보통', '맥스', '자다', '모르다', '항상', '먹다', '생각', '주문', '크기', '너무', '작다', '일반', '비타민', '비교', '하다', '사진', '올리다', '성능', '비슷하다', '먹다', '가시다', '나오다', '상세', '보기']",상태 깔끔하다 맥스 모르다 항상 주문 크기 작다 비타민 비교 사진 올리다 가시다
66189,내츄럴플러스 눈건강 영양제 초임계 루테인 지아잔틴 고함량 아스타잔틴 오메가3 눈피로개선,2021.08.14,"배송 빨라요 유통기한 기한이 넉넉해요
위의 질문 중 성능은 바로나타는 것이 아니라 성능이 면은 알수없으니 다음에 써야 할것 같아요",3.0,inse**,"['배송', '빨르다', '유통', '기한', '기한', '넉넉하다', '질문', '성능', '바로', '나타', '아니다', '성능', '알다', '없다', '다음', '써다', '하다', '같다']",빨르다 질문 나타 아니다 알다 써다
66204,내츄럴플러스 눈건강 영양제 초임계 루테인 지아잔틴 고함량 아스타잔틴 오메가3 눈피로개선,2023.07.04,"유통기한 보통이에요 포장상태 보통이에요 효과 보통이에요
저렴하게 잘 먹었습니다 
상세보기",3.0,귀요미두딸맘,"['유통', '기한', '보통', '포장', '상태', '보통', '효과', '보통', '저렴하다', '자다', '먹다', '상세', '보기']",상태 저렴하다
66264,[본사직영] 고려은단 퓨어 알티지 오메가3 60캡슐 x 1개 (2개월분),2023.02.15,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
포장 튼튼하고 알약도 잘 뜯겨요
상세보기",3.0,fl62******,"['유통', '기한', '기한', '넉넉하다', '포장', '상태', '포장', '깔끔하다', '효과', '효과', '좋다', '포장', '튼튼하다', '알약', '자다', '뜯기다', '상세', '보기']",상태 깔끔하다 좋다 튼튼하다 알약 뜯기다
66322,[본사직영] 고려은단 퓨어 알티지 오메가3 60캡슐 x 1개 (2개월분),2022.06.15,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,u931****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
66356,종근당 프로메가 알티지오메가3듀얼 520mg60캡슐3개/c,2022.11.06,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
알티지 오메가는 늘 프로메가를 애용. 목 넘김 좋고 딱히 단점은 없는 듯.",3.0,sdli***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '알티', '오메가', '프로', '메다', '애용', '넘김', '좋다', '딱하다', '단점', '없다']",알티 오메가 메다 넘김 좋다 딱하다 단점
66364,종근당 프로메가 알티지오메가3듀얼 520mg60캡슐3개/c,2021.10.16,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
아직 먹어보진 않았지만...  앞으로 건강을 위해 꾸준히 먹으며 관리 해야죠~~!!! 배송도 적당히 잘 왔어요
상세보기",3.0,jb15**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '아직', '먹다', '보다', '않다', '건강', '위해', '꾸준하다', '먹다', '관리', '하다', '배송', '적당하다', '자다', '오다', '상세', '보기']",아직 건강 위해 꾸준하다 관리 적당하다
66411,종근당 프로메가 알티지오메가3듀얼 520mg60캡슐3개/c,2021.11.08,배송 빨라요 성능 보통이에요 유통기한 기한이 짧아요,2.0,qqkt**,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '짧다']",빨르다 짧다
66413,종근당 프로메가 알티지오메가3듀얼 520mg60캡슐3개/c,2021.11.03,"배송 보통이에요 성능 성능이 별로예요 유통기한 기한이 짧아요
유통기한이 너무 짧습니다. 쿠팡에선 주문한건 23년8월
여기서 주문한건 22년 11월",1.0,won1***,"['배송', '보통', '성능', '성능', '별로', '유통', '기한', '기한', '짧다', '유통', '기한', '너무', '짧다', '쿠팡', '여기']",별로 짧다 짧다 쿠팡
66425,종근당 프로메가 알티지 오메가3 듀얼 3 박스 3개월분,2021.05.16,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
알이 작아 목넘김이 쉽고, 비린내가 없어 먹기편하다~~^^(기존 먹는거: 1등알티지오메가3)
어제 배송온 (혈행건강 알티지 오메가3 듀얼)
기존 먹던 제품이 바뀐건지 싸이트에 없어 듀얼로주문
상세보기",3.0,ymg3***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '작다', '넘김', '쉬다', '비리다', '없다', '먹기', '편하다', '기존', '먹다', '어제', '배송', '혈행', '건강', '알티', '오메가', '듀얼', '기존', '먹다', '제품', '바뀌다', '건지다', '싸이트', '없다', '듀얼', '주문', '상세', '보기']",빨르다 작다 넘김 쉬다 비리다 먹기 편하다 기존 혈행 건강 알티 오메가 듀얼 기존 제품 바뀌다 건지다 싸이트 듀얼 주문
66443,종근당 프로메가 알티지 오메가3 듀얼 3 박스 3개월분,2021.11.06,"배송 빨라요 성능 보통이에요 유통기한 보통이에요
아직 성능은 잘 모르겠지만 지속적으로 섭취해 볼려고 합니다.",3.0,kwha***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통', '아직', '성능', '자다', '모르다', '지속', '섭취', '하다', '보다', '하다']",빨르다 아직 모르다 지속 섭취
66449,종근당 프로메가 알티지 오메가3 듀얼 3 박스 3개월분,2023.03.09,"유통기한 기한이 넉넉해요 포장상태 포장이 별로예요 효과 보통이에요
포장 다 찌그러지고 롯데택배 개판 느림. 거기다 판매자 택배비 소비자에게 부담시킨 악성판매자임 구매하지맙시다
상세보기
상세보기
상세보기
상세보기",1.0,aks3***,"['유통', '기한', '기한', '넉넉하다', '포장', '상태', '포장', '별로', '효과', '보통', '포장', '찌그러지다', '롯데', '택배', '개판', '느리다', '거기', '판매', '택배', '소비자', '부담', '시키다', '악성', '판매', '자임', '구매', '하다', '맙시', '상세', '보기', '상세', '보기', '상세', '보기', '상세', '보기']",상태 별로 찌그러지다 롯데 택배 개판 느리다 판매 택배 부담 악성 판매 자임 구매 맙시
66463,종근당 프로메가 알티지 오메가3 듀얼 3 박스 3개월분,2021.12.29,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,jssh***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
66561,GNM 초임계 식물성 알티지오메가3 비건 60캡슐 x 2박스 (총 120캡슐) / 비타민E,2023.01.12,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 보통이에요
계속 먹고있어요   많이 파세요~",3.0,boyf***,"['유통', '기한', '기한', '넉넉하다', '포장', '상태', '포장', '깔끔하다', '효과', '보통', '계속', '먹다', '많이', '파다']",상태 깔끔하다 파다
66591,닥터린 초임계알티지 오메가3 1025mg x30캡슐/1개월분,2021.06.17,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
포장이 비닐이라 상자가 찌그러져서 중고상품받는기분 박스에 포장하세요 ㅠㅠ 2023년 유통기한은 굿",3.0,pigk*******,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '포장', '비닐', '상자', '찌그러지다', '중고', '상품', '받다', '기분', '박스', '포장', '하다', '유통', '기한']",빨르다 뛰어나다 비닐 상자 찌그러지다 중고 상품 기분 박스
66612,[4+3 Event] 메디타민 루테인 지아잔틴 눈건강 개선,2023.06.09,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 보통이에요
이 제품은 처음 구매하는거라 어떨지 모르겠지만 후기가 좋아서 구매했어요. 꾸준히 먹어봐야 겠어요
상세보기",3.0,dmsd*****,"['유통', '기한', '기한', '넉넉하다', '포장', '상태', '포장', '깔끔하다', '효과', '보통', '제품', '처음', '구매', '하다', '어떻다', '모르다', '후기', '좋다', '구매', '하다', '꾸준하다', '먹다', '보다', '겠다', '상세', '보기']",상태 깔끔하다 제품 구매 어떻다 모르다 후기 좋다 구매 꾸준하다 겠다
66617,[4+3 Event] 메디타민 루테인 지아잔틴 눈건강 개선,2023.06.18,"유통기한 보통이에요 포장상태 보통이에요 효과 보통이에요
처음구매한제품이라 약 효과가 어떨지모르겠네요.
상세보기",3.0,ngmh****,"['유통', '기한', '보통', '포장', '상태', '보통', '효과', '보통', '처음', '제품', '효과', '어떻다', '모르다', '상세', '보기']",상태 제품 어떻다 모르다
66637,종근당건강 프로메가 알티지 오메가3 듀얼 3박스 3개월분 rtg,2023.08.03,"유통기한 보통이에요 포장상태 보통이에요 효과 보통이에요
먹기전이라 효과는 아직 잘모르겠습니다.",3.0,joj2***,"['유통', '기한', '보통', '포장', '상태', '보통', '효과', '보통', '먹다', '효과', '아직', '모르다']",상태 아직 모르다
66642,종근당건강 프로메가 알티지 오메가3 듀얼 3박스 3개월분 rtg,2023.03.14,유통기한 보통이에요 포장상태 포장이 별로예요 효과 보통이에요,3.0,S|13***************,"['유통', '기한', '보통', '포장', '상태', '포장', '별로', '효과', '보통']",상태 별로
66649,종근당건강 프로메가 알티지 오메가3 듀얼 3박스 3개월분 rtg,2022.08.30,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,sek1***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
66715,"닥터린 송중기 초임계 알티지 오메가3 1,025mg X 30캡슐 4박스_MC",2022.01.06,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
제품도 맘에 들고 가격은 착하지만 배송이 조금 느려요..",3.0,bagn***,"['배송', '보통', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '제품', '들다', '가격', '착하다', '배송', '조금', '느리다']",뛰어나다 제품 가격 착하다 느리다
66721,"닥터린 송중기 초임계 알티지 오메가3 1,025mg X 30캡슐 4박스_MC",2022.04.12,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
먹어봐야 알것 같네요
후기는 나중에,,
가격은 g마켓 보다 저렴",3.0,kr01*****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '먹다', '보다', '알다', '같다', '후기', '나중', '가격', '마켓', '보다', '저렴']",알다 후기 가격 마켓 저렴
66772,[7중복합기능성] 마인트리 5:1 최대함량 눈건강 루테인 지아잔틴 6박스,2023.09.13,"유통기한 보통이에요 포장상태 보통이에요 효과 보통이에요
눈에 좋은 성분이다른것 보다 함량이 높다고 해서 먹고 있는데 효과는 잘 모르겠네요 
상세보기
상세보기",3.0,화이트페이퍼,"['유통', '기한', '보통', '포장', '상태', '보통', '효과', '보통', '좋다', '성분', '다르다', '보다', '함량', '높다', '하다', '먹다', '있다', '효과', '자다', '모르다', '상세', '보기', '상세', '보기']",상태 좋다 성분 다르다 함량 높다 모르다
66841,[7중복합기능성] 마인트리 5:1 최대함량 눈건강 루테인 지아잔틴 6박스,2023.08.26,"유통기한 기한이 넉넉해요 포장상태 보통이에요 효과 보통이에요
평이 좋아서 구매했는데 아직 효과는 모르겠음.어취 약간 있음~
상세보기",3.0,army****,"['유통', '기한', '기한', '넉넉하다', '포장', '상태', '보통', '효과', '보통', '평이', '좋다', '구매', '하다', '아직', '효과', '모르다', '어취', '약간', '있다', '상세', '보기']",상태 평이 좋다 구매 아직 모르다 어취
66854,[7중복합기능성] 마인트리 5:1 최대함량 눈건강 루테인 지아잔틴 6박스,2021.01.26,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
약의 함량 및 비율등 좋아 보여 샀으나 그냥 그렇습니다",3.0,lyou***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '함량', '비율', '좋다', '보이다', '사다', '그냥', '그렇다']",함량 비율 좋다 보이다 사다 그렇다
66887,[한미양행] 로하비 프리미엄 마그네슘 이엑스 4개월분 비타민 B군 영양제 눈떨림,2023.09.09,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 보통이에요
성분이 깔끔하지 않고 설탕,유당,옥수수 전분,팜유등이 함유되있네오.
재구매는 안할듯..
상세보기",3.0,춘샷건,"['유통', '기한', '기한', '넉넉하다', '포장', '상태', '포장', '깔끔하다', '효과', '보통', '성분', '깔끔하다', '않다', '설탕', '유당', '옥수수', '전분', '팜유', '함유', '되다', '네오', '재다', '매다', '하다', '상세', '보기']",상태 깔끔하다 성분 깔끔하다 설탕 유당 옥수수 전분 팜유 함유 네오 재다 매다
67271,안국 눈에좋은 루테인플러스 180캡슐 1개,2020.04.17,"배송 빨라요 성능 성능이 별로예요 유통기한 기한이 넉넉해요
아직 먹어보진 않아서 어떨지는 모르겠네요.전에 다른제품 먹었을땐 효과가 있었는데 이제품도 효과있길바래요.가격도저렴하고 배송도 아주빠르네요. 영양제 먹은지 한달정도 됐는데 눈의피로가 덜하긴한데 지속적이진 안은거같네요
상세보기",2.0,lks7***,"['배송', '빨르다', '성능', '성능', '별로', '유통', '기한', '기한', '넉넉하다', '아직', '먹다', '보다', '않다', '어떻다', '모르다', '제품', '먹다', '효과', '있다', '제품', '효과', '있다', '가격', '저렴하다', '배송', '아주', '빠르다', '양제', '먹다', '정도', '돼다', '피로', '덜하다', '지속', '이진', '안다', '같다', '상세', '보기']",빨르다 별로 아직 어떻다 모르다 제품 제품 가격 저렴하다 양제 돼다 피로 덜하다 지속 이진 안다
67332,헬스프랜드 캐나다 프리미엄 루테인 2.0 6개월분 눈영양제 눈건강,2022.02.11,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
눈이 자주 피로하고, 오래 전부터 렌즈를 착용해서 2년 넘게 루테인을 꾸준히 먹고 있어요~ 국내 브랜드 중에서 5개의 루테인을 골고루 먹어봤는데, 수입 브랜드인 프리미엄 루테인은 처음예요~ 1병에 180개의 캡슐이 들어있고, 가격도 국내 제품보다 저렴해요~  그런데, 국내 브랜드 루테인은 식물성 연질 캡슐인데, 캐나다산인 이 제품은 돈피로 된 캡슐이네요.. 계속 복용하던 루테인과 다르거나 큰 효과가 있는 건 아니라서 꾸준히 더 먹어보고 괜찮으면 재구매 할 예정예요~
상세보기
상세보기
상세보기
상세보기",3.0,앤퀼트,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '자주', '피로하다', '오래', '렌즈', '착용', '하다', '넘다', '루테인', '꾸준하다', '먹다', '있다', '국내', '브랜드', '루테인', '골고루', '먹다', '보다', '수입', '브랜드', '프리미엄', '루테인', '처음', '캡슐', '들다', '가격', '국내', '제품', '저렴하다', '그런데', '국내', '브랜드', '루테인', '식물성', '연질', '캡슐', '캐나다', '제품', '돈피', '되다', '캡슐', '계속', '복용', '하다', '루테인', '다르다', '크다', '효과', '있다', '아니다', '꾸준하다', '먹다', '보고', '괜찮다', '재다', '하다', '예정', '상세', '보기', '상세', '보기', '상세', '보기', '상세', '보기']",빨르다 자주 피로하다 오래 렌즈 착용 넘다 루테인 꾸준하다 국내 브랜드 루테인 골고루 수입 브랜드 프리미엄 루테인 캡슐 가격 국내 제품 저렴하다 그런데 국내 브랜드 루테인 식물성 연질 캡슐 캐나다 제품 돈피 캡슐 복용 루테인 다르다 크다 아니다 꾸준하다 괜찮다 재다 예정
